author,paragraphs,title,id,dynasty,genre,tags,notes,rhythmic,prologue,content
余瀚,"書堂高構歲寒巔，水秀山明隔市廛。
兩岸柳風吹道骨，一溪梧月浸心天。",自题岁寒堂,7f8e5dd5-5dc5-4df3-afa3-947081d262dc,宋代,诗,,,,,"书堂高构岁寒巅,水秀山明隔市廛. 两岸柳风吹道骨,一溪梧月浸心天."
李龏,"君爲丞處是吾鄉，門對煙霞竹繞牆。
于越城荒雲樹暗，代陽溪近水苔香。
的知左宦心應折，未必東歸鬢便蒼。
若過藏山山下寺，松楸憑與問凄凉。",寄余干郑丞,4e0a837b-f4fa-4471-a1f9-6a910aa33eba,宋代,诗,,,,,"君为丞处是吾乡,门对烟霞竹绕墙. 于越城荒云树暗,代阳溪近水苔香. 的知左宦心应折,未必东归鬓便苍. 若过藏山山下寺,松楸凭与问凄凉."
黄庚,江蘺滿意馨。,句 其一,e47434b7-98ac-4b04-a23b-cdc2c3bc4737,宋代,诗,,,,,江蓠满意馨.
朱敦儒,但能閉戶酌季雅，安用馭風尋伯昏。,句 其一○,d1e96fc5-3924-48bd-93c3-954d7c2f233e,宋代,诗,,,,,"但能闭户酌季雅,安用驭风寻伯昏."
余靖,"聞雞已行邁，策馬更徘徊。
月色依山盡，秋聲带雨來。
自堪悲玉璞，誰復築金臺。
薄宦空羈束，西齋長綠苔。",桂源早行,c3d7989e-2df6-408a-978f-dfa03e148f92,宋代,诗,,,,,"闻鸡已行迈,策马更徘徊. 月色依山尽,秋声带雨来. 自堪悲玉璞,谁复筑金台. 薄宦空羁束,西斋长绿苔."
汪莘,"簟紋如水浸蟾光，睡覺湖邊月半牀。
道是廣寒疑不是，月中那得藕花香。",夜兴,55b5e308-0db1-4683-8504-6c16b5c17bab,宋代,诗,,,,,"簟纹如水浸蟾光,睡觉湖边月半床. 道是广寒疑不是,月中那得藕花香."
王十朋,"結交雖不泛，絕物亦何曾。
莫問親踈客，過門無不應。",率饮亭二十绝 其一三,6684f5d2-a8ab-41e3-987d-4ff085dbf7cb,宋代,诗,,,,,"结交虽不泛,绝物亦何曾. 莫问亲踈客,过门无不应."
劉克莊,"平蕪盡處即滄溟，身寄區中等一萍。
種杞菊翁猶老健，插茱萸伴半凋零。
去年勅設塵飛鞚，今日村酤草塞瓶。
却笑癡人妄分別，何人未必勝劉伶。",别赋一首,26d3f710-7faf-42b8-82b8-26b4f3c6a983,宋代,诗,,,,,"平芜尽处即沧溟,身寄区中等一萍. 种杞菊翁犹老健,插茱萸伴半凋零. 去年勅设尘飞鞚,今日村酤草塞瓶. 却笑痴人妄分别,何人未必胜刘伶."
陸佃,"蒼仞千尋畫不如，信知韞玉勝懷珠。
一卷會使民瞻峻，三品何妨主眷殊。
看日謬煩鞭氣力，補天真待鍊工夫。
寄聲欲取黄金印，雨後還曾墮鵲無。",圆石,07cbee1a-4d21-4fc5-95cc-579bc29eebae,宋代,诗,,,,,"苍仞千寻画不如,信知韫玉胜怀珠. 一卷会使民瞻峻,三品何妨主眷殊. 看日谬烦鞭气力,补天真待炼工夫. 寄声欲取黄金印,雨后还曾堕鹊无."
嚴粲,"寒林色枯槁，粲粲籬菊鮮。
冷艷無俗韻，孤芳弄秋妍。
金晶與高絜，未覺陽和偏。
豈無兒女花，誰能制頹年。",菊,cd6e616c-f606-4769-9ce0-ca6a15a21826,宋代,诗,,,,,"寒林色枯槁,粲粲篱菊鲜. 冷艳无俗韵,孤芳弄秋妍. 金晶与高絜,未觉阳和偏. 岂无儿女花,谁能制颓年."
陸游,"梅花三十本，圍以疏竹籬。
入春甫十日，開遍南北枝。
少年輕節物，老大復苦衰。
坐見零落盡，一杯初未持。",春日杂题六首 其一,d3bf5bc0-7961-4ba4-a717-952ef6586489,宋代,诗,,,,,"梅花三十本,围以疏竹篱. 入春甫十日,开遍南北枝. 少年轻节物,老大复苦衰. 坐见零落尽,一杯初未持."
寇準,"星紀周天運，微陽氣候新。
郊原初度臘，梅柳暗驚春。
故國無書久，孤峰入夢頻。
年加自多感，況復送歸人。",早春,13deeb10-a8b7-42be-9fbb-e467ce697d86,宋代,诗,,,,,"星纪周天运,微阳气候新. 郊原初度腊,梅柳暗惊春. 故国无书久,孤峰入梦频. 年加自多感,况复送归人."
項安世,"一興一廢古今同，熊繹當年起霸功。
沿漢泝江開國步，牧臯規偃建王宮。
重來舊日嬉遊處，猶覺如今氣象雄。
想見得臣并鬭穀，治兵謀國震山東。",还过渚宫 其一,85e4b4dd-c914-4e6b-854c-9e80288066ca,宋代,诗,,,,,"一兴一废古今同,熊绎当年起霸功. 沿汉溯江开国步,牧臯规偃建王宫. 重来旧日嬉游处,犹觉如今气象雄. 想见得臣并鬭谷,治兵谋国震山东."
薛師石,"宰公詩句是騷人，官舍況臨湘水濱。
衡嶽望中思策蹇，滄浪清甚欲垂綸。
長於一縣花開後，獨訪三閭廟裏頻。
元亮何曾藉知己，翩然出處自由身。",送张直翁,8d880a60-3bbb-48a2-94f1-b7cf4d5ab56b,宋代,诗,,,,,"宰公诗句是骚人,官舍况临湘水滨. 衡岳望中思策蹇,沧浪清甚欲垂纶. 长于一县花开后,独访三闾庙里频. 元亮何曾藉知己,翩然出处自由身."
姚勉,"君有金斗盍自珍，持此量我非其人。
欲我覓印如蘇秦，我寧滿喫三斗塵。",赠金斗相士,f59a6b1b-6438-4da2-bf3a-17ae15f05644,宋代,诗,,,,,"君有金斗盍自珍,持此量我非其人. 欲我觅印如苏秦,我宁满吃三斗尘."
陳造,"方朔歲星仍客星，竊桃他日太狂生。
幾時又泛靈槎去，平掇天孫翠織成。",题史髯词卷二首 其一,f7822952-d317-430a-9610-94eda88feab3,宋代,诗,,,,,"方朔岁星仍客星,窃桃他日太狂生. 几时又泛灵槎去,平掇天孙翠织成."
裘萬頃,"老來方欲卧林泉，一躡紅塵只自憐。
已與山靈有成說，秋風歸騎急加鞭。",次李司直韵二首 其一,79f216a8-6ffa-4c0d-84a0-715e9b515c30,宋代,诗,,,,,"老来方欲卧林泉,一蹑红尘只自怜. 已与山灵有成说,秋风归骑急加鞭."
梅堯臣,"莫怪去遲遲，予心君亦知。
膝前嬌小女，眼底寧馨兒。
學語渠渠問，牽裳步步隨。
出門雖不遠，情愛未能移。",将赴表臣会呈杜挺之,8dc79d85-953c-4a75-bef1-67503370d501,宋代,诗,,,,,"莫怪去迟迟,予心君亦知. 膝前娇小女,眼底宁馨儿. 学语渠渠问,牵裳步步随. 出门虽不远,情爱未能移."
趙恒,"昔年曾此遠風塵，盤谷烟霞每見分。
萬里江河還壯觀，一時冠蓋屬元勳。
海鷗春暖眠沙草，遼鶴秋高度嶺雲。
今日重來倍惆悵，草堂應是勒移文。",游裴公亭 其一,c92225e0-23b9-4d23-81d2-640c0d136111,宋代,诗,,,,,"昔年曾此远风尘,盘谷烟霞每见分. 万里江河还壮观,一时冠盖属元勋. 海鸥春暖眠沙草,辽鹤秋高度岭云. 今日重来倍惆怅,草堂应是勒移文."
黄裳,"曉霜初甃瑶池薄，脫稻新炊玉粒香。
向我歲寒惟有菊，葛巾時爲醱醅忙。",冬后 其三,e595d262-3fac-4d30-bf9c-4b49f951fd3b,宋代,诗,,,,,"晓霜初甃瑶池薄,脱稻新炊玉粒香. 向我岁寒惟有菊,葛巾时为酦醅忙."
劉應時,"長驅决文陣，眇古百戰場。
朔風吹梅花，塞日淡無光。
一將功業成，千屯草木香。
高談靜寰宇，袖手歸巖廊。
纍纍腰下印，奕奕眉間黄。
霖雨四海心，鼎鼐衆口嘗。
園林多勝事，豈久居其旁。
縱令猿鶴怨，出處庸何傷。",投魏先辈二首 其一,2305b29b-67f8-4334-b548-cb7f17e6ea9a,宋代,诗,,,,,"长驱决文阵,眇古百战场. 朔风吹梅花,塞日淡无光. 一将功业成,千屯草木香. 高谈静寰宇,袖手归岩廊. 累累腰下印,奕奕眉间黄. 霖雨四海心,鼎鼐众口尝. 园林多胜事,岂久居其旁. 纵令猿鹤怨,出处庸何伤."
傅察,"舊國日已遠，東秦安在哉。
水雲波浩蕩，林日影摧頽。
野色撩詩興，秋風動旅懷。
繋舟還信步，不覺詠歸来。",思归,fb40e3f0-58a2-4852-8066-d4c66d3fa3e7,宋代,诗,,,,,"旧国日已远,东秦安在哉. 水云波浩荡,林日影摧颓. 野色撩诗兴,秋风动旅怀. 繋舟还信步,不觉咏归来."
胡斗南,"當年出塞幾紅娃，曾共氈房看雪花。
今日湖亭霜月夜，夢中猶聽撚琵琶。",题汪水云诗卷 其七,26574777-60a0-4c68-b573-32ba37af4395,宋代,诗,,,,,"当年出塞几红娃,曾共毡房看雪花. 今日湖亭霜月夜,梦中犹听撚琵琶."
趙文,"冰枝壓路不可行，健夫快斧聲丁丁。
南山未得過車道，北山復作發屋聲。
低枝叢薄亦可喜，但覺身過琉璃城。
山高路滑凜欲跌，拄杖頼有青童君。
平安度嶺笑相賀，榾柮快煖胭脂春。
夜投野店且熟睡，明日陰晴明日事。",别白水归大雪,21675f8a-2f5b-435e-9669-9965009c9a35,宋代,诗,,,,,"冰枝压路不可行,健夫快斧声丁丁. 南山未得过车道,北山复作发屋声. 低枝丛薄亦可喜,但觉身过琉璃城. 山高路滑凛欲跌,拄杖頼有青童君. 平安度岭笑相贺,榾柮快煖胭脂春. 夜投野店且熟睡,明日阴晴明日事."
許及之,"花葉自低昂，攀折人不捨。
偷實定短人，朔辯愧黄馬。",矮桃,7ca7f50f-bbc8-4800-ae52-47a3d961350a,宋代,诗,,,,,"花叶自低昂,攀折人不舍. 偷实定短人,朔辩愧黄马."
文同,"茫茫誦靈文，誰爲抉久瞽。
不能辨三一，豈復更知五。
方迷得真指，忽悟有奇睹。
自此日相親，赤龍交黑虎。",阎生谈黄庭,1512d2d5-3ecd-451f-9311-ef24731fd5c7,宋代,诗,,,,,"茫茫诵灵文,谁为抉久瞽. 不能辨三一,岂复更知五. 方迷得真指,忽悟有奇睹. 自此日相亲,赤龙交黑虎."
周必大,"中心爲忠，如心爲恕。
勉强行之，道其殆庶。
苟憎鬷蔑之貌惡，而廢一言于堂下。
則所謂唯之與阿，不能以寸而相去矣。",予平生愿学忠恕既以自勉亦告于人王牒正则闻而悦之归作唯斋九万里风斯下矣写衰容命之赞,70489092-b5d5-456c-b03b-b2796b086ebe,宋代,诗,,,,,"中心为忠,如心为恕. 勉强行之,道其殆庶. 苟憎鬷蔑之貌恶,而废一言于堂下. 则所谓唯之与阿,不能以寸而相去矣."
張堯同,"詩老追唐句，閒居築簡齋。
芙蓉寒浦外，紅落感秋懷。",嘉禾百咏 简斋,b52fe16b-2d14-43a4-8d1d-9cc6ec6543ff,宋代,诗,,,,,"诗老追唐句,闲居筑简斋. 芙蓉寒浦外,红落感秋怀."
楊備,"駕鶴驂鸞自古聞，策名僊籍是真君。
天邊舊跡無處尋，滿目青山空白雲。",白都山,19c08c45-99ca-4f62-adc3-a9c2f63a7f15,宋代,诗,,,,,"驾鹤骖鸾自古闻,策名僊籍是真君. 天边旧迹无处寻,满目青山空白云."
陸游,"船入蘆花日暮時，雙瞳炯炯鬢如絲。
世間豈少磻溪叟，老向烟波人不知。",渔翁二首 其一,bb3aded5-7002-4fc3-80cc-62d50d238596,宋代,诗,,,,,"船入芦花日暮时,双瞳炯炯鬓如丝. 世间岂少磻溪叟,老向烟波人不知."
王安石,"與客東來欲試茶，倦投松石坐欹斜。
暗香一陣連風起，知有薔薇澗底花。",同熊伯通自定林过悟真二首 其一,25496277-fba1-46df-95c2-8ff71257c38b,宋代,诗,,,,,"与客东来欲试茶,倦投松石坐欹斜. 暗香一阵连风起,知有蔷薇涧底花."
釋居簡,"仲夏初吉，有好消息。
露柱燈籠，參學事畢。
證據則任汝證據，鞭逼則任汝鞭逼。
當機覿面提，覿面當機疾。",偈颂一百三十三首 其一二六,cff9356b-bcdd-493f-b1f7-afa127434ade,宋代,诗,,,,,"仲夏初吉,有好消息. 露柱灯笼,参学事毕. 证据则任汝证据,鞭逼则任汝鞭逼. 当机觌面提,觌面当机疾."
張嵲,"翯然毛羽净，綽與秋風宜。
闊步循廣庭，伸吭矜羽儀。
稻粱謀幾何，終然遭縶羈。
豈衒雲外標，遂爲時所縻。
因知古清士，削迹畏人知。",咏鹤,bfe5ffaa-ca34-4792-a015-fb9b3bf94363,宋代,诗,,,,,"翯然毛羽净,绰与秋风宜. 阔步循广庭,伸吭矜羽仪. 稻粱谋几何,终然遭絷羁. 岂衒云外标,遂为时所縻. 因知古清士,削迹畏人知."
韓元吉,"騎曹公事日紛紛，荀令香爐欲罷薰。
冷雨定知還作雪，好山無奈只藏雲。
看花便覺名何用，勸酒誰能耳不聞。
歲晚官倉塵滿眼，只應清坐獨輸君。",雨中望灵山呈明远,ceed4e4e-308e-4596-a6ff-2a271ef222ce,宋代,诗,,,,,"骑曹公事日纷纷,荀令香炉欲罢薰. 冷雨定知还作雪,好山无奈只藏云. 看花便觉名何用,劝酒谁能耳不闻. 岁晚官仓尘满眼,只应清坐独输君."
王庭珪,"老泉仙翁騎列星，文采風流屬此甥。
鳳閣初傳舍人様，帝城新有能詩聲。
青萍出匣蛟兕吼，赤手捕蛇狐兔驚。
願扣洪鐘識音響，暮年聊欲聽鏗鍧。",寄程子山舍人,6b00441f-2207-4082-806e-8210b4e19749,宋代,诗,,,,,"老泉仙翁骑列星,文采风流属此甥. 凤阁初传舍人様,帝城新有能诗声. 青萍出匣蛟兕吼,赤手捕蛇狐兔惊. 愿扣洪钟识音响,暮年聊欲听铿鍧."
潘璵,"誰謂居廛身未清，在家心似出家僧。
銅壺慣買梅花插，相對無言悟小乘。",书兰莫德全壁,ec78ef34-40fb-4b66-8bb0-e8566fba2b18,宋代,诗,,,,,"谁谓居廛身未清,在家心似出家僧. 铜壶惯买梅花插,相对无言悟小乘."
趙崇嶓,"醉起西窗日欲斜，新煙初試雨前茶。
川原春意無聊頼，開盡桐花到柿花。",醉起,b11330ce-b119-4906-879d-b97463ac98fd,宋代,诗,,,,,"醉起西窗日欲斜,新烟初试雨前茶. 川原春意无聊頼,开尽桐花到柿花."
王同祖,"中使傳宣內裏來，輔臣拜飲九霞杯。
君王萬歲三邊靜，壽域先從塞北開。",观锡宴宣劝,d68d8308-c9ac-4370-b45b-ba7cbe404b40,宋代,诗,,,,,"中使传宣内里来,辅臣拜饮九霞杯. 君王万岁三边静,寿域先从塞北开."
陳杰,"與君生共一雌辰，枌社相違整十春。
肯爲江山輕萬里，不嫌風雨住兼旬。
携書又作鸚洲客，有弟能娛鶴髮親。
豈不勸君歸去好，回頭我自愧鱸蓴。",黄孟博辞往鄂渚赠别,4426315e-ae74-41d8-87e3-984f81574198,宋代,诗,,,,,"与君生共一雌辰,枌社相违整十春. 肯为江山轻万里,不嫌风雨住兼旬. 携书又作鹦洲客,有弟能娱鹤发亲. 岂不劝君归去好,回头我自愧鲈莼."
胡仲弓,"身似浮雲不定棲，倚欄覓句聽鴉啼。
洛陽紙價新來貴，吟得詩成就壁題。",次芸居无题韵,f21644b4-839c-4ca7-9f9e-578920ac40f3,宋代,诗,,,,,"身似浮云不定栖,倚栏觅句听鸦啼. 洛阳纸价新来贵,吟得诗成就壁题."
李彭,"沙鷗日日滿蘋汀，白髪忘機不復驚。
何處暮帆來浦口，背人飛带喚雛聲。",次韵九弟五绝句 其四,6bf3cc32-05ab-4a73-a6c6-ecaaddd920e8,宋代,诗,,,,,"沙鸥日日满苹汀,白髪忘机不复惊. 何处暮帆来浦口,背人飞带唤雏声."
楊萬里,"石子密鋪逕，竹莖疎作行。
不緣憩騶僕，幾失此山房。
佛像看都好，林花靜自香。
未須清興盡，歸更借僧床。",之永和小憩资寿寺,551cc08d-aa36-47e9-9a6f-00cd6df49c2d,宋代,诗,,,,,"石子密铺迳,竹茎疎作行. 不缘憩驺仆,几失此山房. 佛像看都好,林花静自香. 未须清兴尽,归更借僧床."
釋文珦,"四時之氣秋最清，千崖風骨方崢嶸。
石黛碧玉迭照映，喬松老柏森縱橫。
上有白雲可爲佩，下有寒泉堪濯纓。
樵夫仰視不敢上，鸞鶴日夜長和鳴。
若有人兮似冰雪，以斯崖兮擬高潔。
飲玄津兮餐玉屑，御清風兮朝帝闕。",为李少监赋秋崖歌,4027f653-1560-487d-9336-a57130c4aae6,宋代,诗,,,,,"四时之气秋最清,千崖风骨方峥嵘. 石黛碧玉迭照映,乔松老柏森纵横. 上有白云可为佩,下有寒泉堪濯缨. 樵夫仰视不敢上,鸾鹤日夜长和鸣. 若有人兮似冰雪,以斯崖兮拟高洁. 饮玄津兮餐玉屑,御清风兮朝帝阙."
釋居簡,"花滿秋城闖水明，鏡中滴露掌中零。
曾讎新詠游花下，寫寄城中石與丁。",忆水芙蓉木芙蓉寄西湖诸友 其二,5e693bc0-8d31-46fc-b4f3-4d13de09d5be,宋代,诗,['西湖'],,,,"花满秋城闯水明,镜中滴露掌中零. 曾雠新咏游花下,写寄城中石与丁."
喻汝礪,捫膝來爲普慈守，先生懸車在林藪。,句 其一,6e6b94fa-9c86-4599-bba9-a9edc342bec5,宋代,诗,,,,,"扪膝来为普慈守,先生悬车在林薮."
陸文圭,"門外青山寺，西行半里强。
童分泉茗潔，僧供飯蔬香。
地僻紅塵靜，心閑白日長。
少年餘氣習，棋酒愧疏狂。",四月八日偕张菊村邓匪石洪乐闲游城西诸寺以山高水长分韵得长字,757f5987-14ba-4a93-bdfa-f278aafad49b,宋代,诗,,,,,"门外青山寺,西行半里强. 童分泉茗洁,僧供饭蔬香. 地僻红尘静,心闲白日长. 少年余气习,棋酒愧疏狂."
俞紫芝,"萬壑摇蒼煙，百灘度流水。
下有騎馿人，蕭蕭吹凍耳。",松风,c70a277e-92bb-437e-bc06-64cd019cc461,宋代,诗,,,,,"万壑摇苍烟,百滩度流水. 下有骑馿人,萧萧吹冻耳."
鄭剛中,"故人官江濱，藹藹起清望。
因漂似木偶，千里遠相向。
窮達懷異趣，雅故恐遺忘。
暨我即門墻，公喜不可狀。
握手問辛苦，容我細伸吭。
凛然高義生，開懷出雲上。
銜恩在雙腮，圖報心愈諒。
歲暮天益寒，江湖足波浪。
篋中乃得詩，安流反門巷。",别茂直,3573b26a-92d1-4ea0-a6e7-2a834ae57fe0,宋代,诗,,,,,"故人官江滨,蔼蔼起清望. 因漂似木偶,千里远相向. 穷达怀异趣,雅故恐遗忘. 暨我即门墙,公喜不可状. 握手问辛苦,容我细伸吭. 凛然高义生,开怀出云上. 衔恩在双腮,图报心愈谅. 岁暮天益寒,江湖足波浪. 箧中乃得诗,安流反门巷."
劉敞,"宿雨墜高葉，薄雲麗朝陽。
園林澹澹秋，庭戶蕭蕭凉。
水淺魚怫鬱，荷深鷺低昂。
幽懷欣自得，佳賞契所望。
忽恐羣動作，深林沸蜩螗。",晓至池上,f344f2ce-21e9-4f99-b7c0-0620b3dee773,宋代,诗,,,,,"宿雨坠高叶,薄云丽朝阳. 园林澹澹秋,庭户萧萧凉. 水浅鱼怫郁,荷深鹭低昂. 幽怀欣自得,佳赏契所望. 忽恐群动作,深林沸蜩螗."
樓鑰,"襟袍空無礙，精神老不衰。
家傳司業學，句逼簡齋詩。
荒瘠留陰德，平反有去思。
功名賫志沒，回施稱家兒。",郑司法挽词 其一,f8ee7c7b-4878-40c0-ba71-3469afd2e399,宋代,诗,,,,,"襟袍空无碍,精神老不衰. 家传司业学,句逼简斋诗. 荒瘠留阴德,平反有去思. 功名赍志没,回施称家儿."
郭祥正,"春風冉冉送流年，一望雲霄一慘然。
帝閣輟才聞出使，漁蓑終老不成仙。
已甘荆棘填靈府，想見蛟龍走蜀牋。
正是水深波浪闊，忽逢高雁寄華篇。",谢发运颖叔宠寄新什,a8b9dac8-87ac-425b-b167-7f1b3fd365f2,宋代,诗,,,,,"春风冉冉送流年,一望云霄一惨然. 帝阁辍才闻出使,渔蓑终老不成仙. 已甘荆棘填灵府,想见蛟龙走蜀牋. 正是水深波浪阔,忽逢高雁寄华篇."
鄭獬,"雨洗秋空明似水，瓦光浮動碧差差。
好風晴日虛窗浄，正是幽人養病時。",秋晴,e6f2f5de-91a9-4430-b5d4-35b6204c7b26,宋代,诗,,,,,"雨洗秋空明似水,瓦光浮动碧差差. 好风晴日虚窗浄,正是幽人养病时."
歐陽修,"落日堤上行，獨歌携手曲。
却憶携手人，處處春華綠。",拟玉台体七首 携手曲,1eaec81e-f37f-4d41-9acf-d02690d35b6b,宋代,诗,,,,,"落日堤上行,独歌携手曲. 却忆携手人,处处春华绿."
劉琰,嗚呼諸將官日穹，豈知萬鬼號陰風。,句,3ac9358e-ee32-4f9e-9de0-327a56bad12c,宋代,诗,,,,,"呜呼诸将官日穹,岂知万鬼号阴风."
蘇泂,"花枝人面兩欣然，和氣晴光四接連。
親向官街聽輿誦，太平天子萬斯年。",十六日伏睹明堂礼成圣驾恭谢太一宫小臣敬成口号 其六,78dc3c16-ed14-4234-b8b5-d3d1d68b43d7,宋代,诗,,,,,"花枝人面两欣然,和气晴光四接连. 亲向官街听舆诵,太平天子万斯年."
王安中,"花底杯盤藉翠茵，折花圍坐當歌人。
謫仙自是開元客，玉帳熏香揖太真。",清明后一日出寻梨花先过城南资福僧舍修竹森然即赋小诗盛道爱竹之意客摘诗语病予曰君自有竹何来此为因作梨花解嘲盖予故秋至魏未尝见梨花盛时资福之句良率然也晚饮全福抵花下披取巨枝立植间坐欢甚径醉乃知吾家子猷直与竹同迷耳亦为作诗凡得三绝句 其三,96ed30a9-5fe9-4b5f-bed3-0714bcf6835d,宋代,诗,,,,,"花底杯盘藉翠茵,折花围坐当歌人. 谪仙自是开元客,玉帐熏香揖太真."
錢時,"想得瑞香花日多，水仙消息又如何。
籬邊尚有餘香不，蘭茁新芽長進麽。",寄家书有怀岁寒五友二首 其二,42bcd1ff-a1b6-4d4d-8df1-489691302d1d,宋代,诗,,,,,"想得瑞香花日多,水仙消息又如何. 篱边尚有余香不,兰茁新芽长进么."
李處權,"舟子厭牽挽，峻瀨凌風湍。
煙霏麗初日，水氣生早寒。
鹺物直六伯，始歎生理難。
一月不食肉，悽然對盤餐。
客程方浩渺，念此道里賖。
秋林傷客情，霜葉色勝花。
溪魚不論錢，我饑豈無涯。
何當見昇平，四海如一家。",将至兰陵道中以远岫重叠出寒花散漫开为韵 其六,b62eb132-d5d7-42e6-bdd9-a238a110c2d3,宋代,诗,,,,,"舟子厌牵挽,峻濑凌风湍. 烟霏丽初日,水气生早寒. 鹾物直六伯,始叹生理难. 一月不食肉,凄然对盘餐. 客程方浩渺,念此道里賖. 秋林伤客情,霜叶色胜花. 溪鱼不论钱,我饥岂无涯. 何当见升平,四海如一家."
釋慧遠,"今朝九月初一，敗葉凋零滿室。
鉢盂高挂懸崖，拄杖依前靠壁。
幾許斸山風月，且無遮箇消息。
諸祖不解提擲，久參那辨端的。
雲黯黯兮胡漢何分，風蕭蕭兮鼻孔突出。
自是捕盜無功，只管抱贓叫屈。
捉得也，捉得也，在什麽處。
晚風吹動小樓春，歸來一徑花狼藉。",偈颂一百零二首 其九,177661cc-5eda-489d-93a7-9f101de3a221,宋代,诗,,,,,"今朝九月初一,败叶凋零满室. 钵盂高挂悬崖,拄杖依前靠壁. 几许𣃁山风月,且无遮个消息. 诸祖不解提掷,久参那辨端的. 云黯黯兮胡汉何分,风萧萧兮鼻孔突出. 自是捕盗无功,只管抱赃叫屈. 捉得也,捉得也,在什么处. 晚风吹动小楼春,归来一径花狼藉."
黄文雷,"有煒遵彤管，無嫌各紫樞。
清心能敏悟，雅性謝驕舒。
奉誥期鸞彩，傳經囑鳳雛。
妙年仙格迅，琬琰不勝書。",挽程孺人,8708c54a-43f1-44de-bd96-800a98e9eeed,宋代,诗,,,,,"有炜遵彤管,无嫌各紫枢. 清心能敏悟,雅性谢骄舒. 奉诰期鸾彩,传经嘱凤雏. 妙年仙格迅,琬琰不胜书."
釋智圓,"分符江郡遠，貴列七人間。
文古淳風在，時清諫筆閑。
樓高喧暮角，廳冷鏁秋山。
聖代期調鼎，軒車即詔還。",上钱唐太守薛大谏,4f3055b9-6b15-409f-a53c-ac650287532c,宋代,诗,,,,,"分符江郡远,贵列七人间. 文古淳风在,时清谏笔闲. 楼高喧暮角,厅冷鏁秋山. 圣代期调鼎,轩车即诏还."
汪元量,"伯顔丞相呂將軍，收了江南不殺人。
昨日太皇請茶飯，滿朝朱紫盡降臣。",醉歌 其一○,6612b74e-f7be-469c-a2bf-8c043e9f8c63,宋代,诗,,,,,"伯颜丞相吕将军,收了江南不杀人. 昨日太皇请茶饭,满朝朱紫尽降臣."
司馬光,"雙雙春鷰颺雲霄，楚國宮深樂事饒。
會待急管繁絃際，試取纖條並舞腰。",柳枝词十三首 其六,5ba0774c-ca42-4c5a-9fd5-16b2c17b7d55,宋代,诗,,,,,"双双春鷰飏云霄,楚国宫深乐事饶. 会待急管繁弦际,试取纤条并舞腰."
范純仁,"牡丹開蜀圃，盈尺莫如今。
妍麗色殊衆，栽培功信深。
矜夸傳萬里，圖寫費千金。
難就朱欄賞，徒摇遠客心。",和范景仁蜀中寄牡丹图,d637dac4-766b-48cf-9509-d78f6a66a04b,宋代,诗,,,,,"牡丹开蜀圃,盈尺莫如今. 妍丽色殊众,栽培功信深. 矜夸传万里,图写费千金. 难就朱栏赏,徒摇远客心."
趙崇鉘,"神仙不可學，願學長不死。
學詩如學仙，吞霞潔塵滓。
渚花流水香，煙霏暮山紫。
凉颸入脩竹，一笑鳴綠綺。",学诗,e8faa370-51c6-4001-a060-1cf0c006348c,宋代,诗,,,,,"神仙不可学,愿学长不死. 学诗如学仙,吞霞洁尘滓. 渚花流水香,烟霏暮山紫. 凉飔入修竹,一笑鸣绿绮."
政和太學生,博陵公子真文虎，占斷儒官第二人。,句,a87c5d12-55ea-4779-b6d4-0864f451b03f,宋代,诗,,,,,"博陵公子真文虎,占断儒官第二人."
王邁,"出處行藏不偶然，何曾由我總由天。
收回紫陌紅塵足，來結青山綠水緣。
萬籟鳴時仍瀑布，數鴉起處忽林烟。
暮雲正爾商量雪，却被催詩雨插先。",山居即事,2dc4ccf3-b55c-40a4-9cb2-c209ac25c195,宋代,诗,,,,,"出处行藏不偶然,何曾由我总由天. 收回紫陌红尘足,来结青山绿水缘. 万籁鸣时仍瀑布,数鸦起处忽林烟. 暮云正尔商量雪,却被催诗雨插先."
趙蕃,"偃薄雖茲驛，相羊頼此亭。
鳥飛微破縠，魚動暗衝萍。
豈但憂懷愜，還能倦眼醒。
獨餘春草夢，才盡不能靈。",官池即事,2e56f0ae-4c11-4ce3-9131-70e109cabd2f,宋代,诗,,,,,"偃薄虽兹驿,相羊頼此亭. 鸟飞微破縠,鱼动暗冲萍. 岂但忧怀惬,还能倦眼醒. 独余春草梦,才尽不能灵."
陳普,"截髮哀號孽婦前，晉家無地亦無天。
當時阮籍丘中骨，擲向黄河尚带羶。",咏史 阮籍 其二,cfa9e345-e206-401b-b22f-4abc6160c350,宋代,诗,,,,,"截发哀号孽妇前,晋家无地亦无天. 当时阮籍丘中骨,掷向黄河尚带膻."
